Item_Identifier;ID_Objet;Item_Weight;Item_Fat_Content;ID_Fat_Content;Item_Visibility;Item_Type;ID_Item_Type;Item_MRP;Outlet_Identifier;ID_Outlet_Identifier;Outlet_Establishment_Year;Outlet_Size;ID_Outlet_Size;Outlet_Location_Type;ID_Outlet_Location_Type;Outlet_Type;ID_Outlet_Type;Item_Outlet_Sales
FDL27;596;6.17;Low Fat;1;1.0630948999999998;Meat;11;65.9826;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1162.4868
FDS45;900;5.175;Regular;2;2.9490377000000003;Snack Foods;14;107.6622;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2858.2794
FDU28;987;19.2;Regular;2;9.4300933;Frozen Foods;6;187.5214;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1695.7926
FDO20;701;12.85;Regular;2;15.2001201;Fruits and Vegetables;7;252.3382;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;6056.1168
NCG55;1329;16.25;Low Fat;1;3.911358700000001;Household;10;116.0176;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1488.7288
NCM42;1397;6.13;Low Fat;1;2.848169;Household;10;110.4912;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1310.2944
NCG07;1322;12.3;Low Fat;1;5.271592;Household;10;189.653;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;569.259
NCV05;1506;10.1;Low Fat;1;5.0562853;Health and Hygiene;9;153.3656;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;463.3968
NCO02;1418;11.15;Low Fat;1;7.3667029999999984;Others;12;66.2142;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;131.8284
FDH19;441;19.35;Low Fat;1;3.3223260000000003;Meat;11;172.0738;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;3301.7022
DRG13;54;17.25;Low Fat;1;3.739649200000001;Soft Drinks;15;165.6526;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1808.9786
FDI57;504;19.85;Low Fat;1;5.401542900000001;Seafood;13;196.3768;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;4138.6128
FDX51;1156;9.5;Regular;2;2.210346;Meat;11;194.7452;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1370.2164
FDW33;1090;9.395;Low Fat;1;9.9274694;Snack Foods;14;104.528;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;852.2239999999997
DRE12;29;4.59;Low Fat;1;7.072165599999999;Soft Drinks;15;113.286;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1471.418
FDY31;1187;5.98;Low Fat;1;4.3554614;Fruits and Vegetables;7;148.2418;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2354.2688
FDR31;841;6.46;Regular;2;4.9239320000000015;Fruits and Vegetables;7;144.4102;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;4374.306
FDS55;908;7.02;Low Fat;1;8.114883;Fruits and Vegetables;7;146.8734;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3563.3616
DRL60;122;8.52;Low Fat;1;2.7054244;Soft Drinks;15;151.5682;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3506.7686
FDW55;1108;12.6;Regular;2;3.6773101;Fruits and Vegetables;7;250.3092;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;249.0092
FDT11;922;5.94;Regular;2;4.9163321;Breads;2;186.4556;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;563.2668
FDO50;723;16.25;Low Fat;1;7.8168739;Canned;4;91.3804;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1653.8472
FDD28;295;10.695;Low Fat;1;5.337973000000001;Frozen Foods;6;56.7904;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1113.2176
FDN28;670;5.88;Regular;2;3.0418998;Frozen Foods;6;103.099;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1341.5870000000002
FDS35;893;9.3;Low Fat;1;11.1673587;Breads;2;65.7826;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;968.739
FDB38;219;19.5;Regular;2;2.7341529;Canned;4;158.292;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3994.8
FDT07;918;5.82;Regular;2;7.763404400000001;Fruits and Vegetables;7;256.433;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;3844.995
FDC53;273;8.68;Low Fat;1;0.8835694;Frozen Foods;6;96.5384;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1182.4608
FDH32;450;12.8;Low Fat;1;7.6369874000000015;Fruits and Vegetables;7;97.241;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1448.115
FDN60;688;15.1;Low Fat;1;9.5351065;Baking Goods;1;158.6604;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;2535.3664
FDR33;843;7.31;Low Fat;1;2.6783871;Snack Foods;14;108.157;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1098.57
FDS07;869;12.35;Low Fat;1;9.975783300000002;Fruits and Vegetables;7;113.9518;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;910.8144
FDD02;279;16.6;Low Fat;1;6.396817760952247;Canned;4;117.3124;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2014.7108
FDH05;433;14.35;Regular;2;9.0896452;Frozen Foods;6;231.2984;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;6024.1584
FDR04;820;7.075;Low Fat;1;2.2602061;Frozen Foods;6;98.1068;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1458.102
DRJ47;99;18.25;Low Fat;1;4.425030400000002;Hard Drinks;8;174.708;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2423.512
FDW50;1105;13.1;Low Fat;1;7.5885921000000005;Dairy;5;165.1158;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1504.0422
NCJ17;1351;7.68;Low Fat;1;15.3177941;Health and Hygiene;9;85.2224;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1278.336
FDH60;468;19.7;Regular;2;6.396817760952247;Baking Goods;1;197.911;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1767.6989999999994
DRL60;122;8.52;Low Fat;1;2.7114238;Soft Drinks;15;151.9682;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1677.1502
FDS32;890;17.75;Regular;2;4.9634572000000015;Fruits and Vegetables;7;140.2838;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;280.9676
FDK10;548;5.785;Regular;2;4.0587146;Snack Foods;14;180.366;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1258.362
NCS30;1480;5.945;Low Fat;1;9.3008616;Household;10;127.8652;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2195.8084
FDY15;1176;18.25;Regular;2;17.179432000000002;Dairy;5;154.66299999999995;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;2659.871
FDC53;273;8.68;Low Fat;1;0.8828341000000001;Frozen Foods;6;99.9384;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;689.7688
FDK45;569;11.65;Low Fat;1;3.3858187000000006;Seafood;13;113.386;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2603.278
FDH26;446;19.25;Regular;2;3.4841089;Canned;4;141.1496;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;282.2992
NCW06;1517;16.2;Low Fat;1;8.425957;Household;10;192.3162;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;769.6648
FDV37;1044;13.0;Regular;2;8.344437600000001;Canned;4;195.8426;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;4152.5946
FDB52;230;17.75;Low Fat;1;3.0497325;Dairy;5;256.9672;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1534.0032
FDF41;382;12.15;Low Fat;1;13.117981199999996;Frozen Foods;6;245.246;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;3202.498
FDA39;176;6.32;Low Fat;1;1.2737718999999998;Meat;11;38.5822;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;353.5398
FDE56;353;17.25;Regular;2;15.9165324;Fruits and Vegetables;7;63.4194;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1547.985
FDC56;274;7.72;Low Fat;1;12.2015744;Fruits and Vegetables;7;121.744;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;2277.036
FDT26;935;18.85;Regular;2;6.8091317999999985;Dairy;5;120.644;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;3475.476
FDR21;833;19.7;Low Fat;1;6.731407300000001;Snack Foods;14;175.137;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;2822.992
FDC14;245;14.5;Regular;2;4.124907200000001;Canned;4;40.5454;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1216.4166
FDI32;488;17.7;Low Fat;1;17.434047500000002;Fruits and Vegetables;7;116.6834;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3570.6854
FDI02;469;15.7;Regular;2;11.454343;Canned;4;113.7202;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3263.0858
FDE22;331;9.695;Low Fat;1;2.9693277;Snack Foods;14;159.792;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;2716.4640000000004
FDW26;1085;11.8;Regular;2;10.7057186;Dairy;5;224.1772;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;3558.0352
NCX05;1526;15.2;Low Fat;1;9.7043739;Health and Hygiene;9;116.8492;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2664.5316
FDU19;978;8.77;Regular;2;4.6762633000000005;Fruits and Vegetables;7;170.8422;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1724.422
FDA49;184;19.7;Low Fat;1;6.4909488;Canned;4;88.5198;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1308.297
NCZ42;1553;10.5;Low Fat;1;1.1305478999999998;Household;10;235.5248;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;4740.496
FDX32;1139;15.1;Regular;2;6.396817760952247;Fruits and Vegetables;7;146.2786;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;433.4358
FDR01;817;5.405;Regular;2;5.3576660999999985;Canned;4;200.5742;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2388.8904
FDQ15;784;20.35;Regular;2;15.0947728;Meat;11;81.0276;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1868.2348
FDS56;909;5.785;Regular;2;3.8749536;Fruits and Vegetables;7;262.0252;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;4459.5284
DRJ24;94;11.8;Low Fat;1;11.3790879;Soft Drinks;15;185.3924;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;370.1848
FDF59;393;12.5;Low Fat;1;6.396817760952247;Starchy Foods;16;127.102;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;253.004
DRM49;129;6.11;Regular;2;15.2813518;Soft Drinks;15;45.6086;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1025.9978
NCP02;1434;7.105;Low Fat;1;4.4771473;Household;10;58.2562;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;592.562
FDW13;1074;8.5;Low Fat;1;9.8083231;Canned;4;50.3324;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;675.1212
FDV12;1023;16.7;Regular;2;6.1219009999999985;Baking Goods;1;100.0384;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1970.768
FDH14;438;17.1;Regular;2;4.7073322;Canned;4;138.6838;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;2950.1598
FDQ20;787;8.325;Low Fat;1;2.9953314;Fruits and Vegetables;7;39.5138;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;568.5932
FDT45;950;15.85;Low Fat;1;6.396817760952247;Snack Foods;14;55.1956;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1255.6988
FDD29;296;12.15;Low Fat;1;1.8514651999999998;Frozen Foods;6;252.7698;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;5834.4054
FDA13;155;15.85;Low Fat;1;7.871426;Canned;4;37.2506;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;493.3578
FDV47;1052;17.1;Low Fat;1;5.419729900000001;Breads;2;83.5566;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1860.2452
FDS57;910;15.5;Low Fat;1;10.3442268;Snack Foods;14;144.847;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2433.499
DRG36;59;14.15;Low Fat;1;9.5360186;Soft Drinks;15;172.3106;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3251.1014
DRJ49;100;6.865;Low Fat;1;1.3990601;Soft Drinks;15;127.6652;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2841.6344
FDR37;847;16.5;Regular;2;6.623702400000001;Breakfast;3;183.1292;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;6385.022
NCS53;1484;14.5;Low Fat;1;8.976121099999997;Health and Hygiene;9;159.4604;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2376.906
FDR22;834;19.35;Regular;2;1.863822;Snack Foods;14;110.2544;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1677.816
NCP42;1443;8.51;Low Fat;1;1.6176343999999998;Household;10;192.1478;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1937.478
FDK38;564;6.65;Low Fat;1;8.9196394;Canned;4;147.0734;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;296.9468
NCC43;1288;7.39;Low Fat;1;9.2782895;Household;10;252.6066;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;2259.0594
FDH57;466;10.895;Low Fat;1;3.58031;Fruits and Vegetables;7;130.3284;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;2504.7396
FDQ25;792;8.63;Regular;2;2.8271345;Canned;4;170.5422;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2069.3064
FDA11;154;7.75;Low Fat;1;4.3238822;Baking Goods;1;92.5436;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1701.7848
FDW28;1087;18.25;Low Fat;1;8.9186083;Frozen Foods;6;194.3452;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;4502.1396
FDV14;1025;19.85;Low Fat;1;4.456665900000001;Dairy;5;88.5856;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;703.0848
FDB60;236;9.3;Low Fat;1;2.8638276;Baking Goods;1;195.8136;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;2138.5496
DRH11;67;5.98;Low Fat;1;7.571119900000001;Hard Drinks;8;55.6614;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;331.5684
DRK39;110;7.02;Low Fat;1;4.9865399;Dairy;5;82.925;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1165.15
FDB20;205;7.72;Low Fat;1;5.2061483;Fruits and Vegetables;7;76.7986;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1324.2762
FDE51;351;5.925;Regular;2;9.638705300000002;Dairy;5;45.6086;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;356.8688
FDX36;1143;9.695;Regular;2;12.8176489;Baking Goods;1;224.8404;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;3600.6464
NCT29;1490;12.6;Low Fat;1;6.4110725;Health and Hygiene;9;122.3414;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;243.6828
FDU45;1000;15.6;Regular;2;3.5561344000000004;Snack Foods;14;112.1518;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1821.6288
FDF56;390;16.7;Regular;2;11.9647957;Fruits and Vegetables;7;180.9976;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;4165.2448
FDW07;1068;18.0;Regular;2;23.8831875;Fruits and Vegetables;7;88.2514;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;88.5514
FDB45;224;20.85;Low Fat;1;2.1416681;Fruits and Vegetables;7;104.6306;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1149.8366
FDP52;767;18.7;Regular;2;7.069172900000001;Frozen Foods;6;230.201;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;5742.525
FDU48;1003;18.85;Low Fat;1;5.5671582000000015;Baking Goods;1;133.3284;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;263.6568
FDS43;898;11.65;Low Fat;1;4.0507228;Fruits and Vegetables;7;186.924;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;2237.088
NCM41;1396;16.5;Low Fat;1;3.5626318999999995;Health and Hygiene;9;93.112;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;932.12
FDP37;757;15.6;Low Fat;1;14.3688905;Breakfast;3;128.1994;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;2184.4898
FDJ44;531;12.3;Regular;2;10.6542886;Fruits and Vegetables;7;173.2396;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;3139.9128
FDC20;249;10.65;Low Fat;1;2.4107056;Fruits and Vegetables;7;56.6272;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;447.4176
FDF02;357;16.2;Low Fat;1;10.4058452;Canned;4;102.499;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;2063.98
FDX38;1145;10.5;Regular;2;4.840339200000002;Dairy;5;48.2376;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;527.3136
FDA07;150;7.55;Regular;2;3.1007381;Fruits and Vegetables;7;123.4072;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;2082.6224
FDA09;152;13.35;Regular;2;14.959862800000002;Snack Foods;14;179.46599999999995;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;3775.086
FDV43;1048;16.0;Low Fat;1;7.729035499999999;Fruits and Vegetables;7;44.5086;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;713.7376
FDL22;592;16.85;Low Fat;1;3.6359891;Snack Foods;14;90.7488;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2263.72
FDP56;768;8.185;Low Fat;1;4.674707099999999;Fruits and Vegetables;7;49.9692;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;837.5764
DRL47;119;19.7;Low Fat;1;6.396817760952247;Hard Drinks;8;125.9362;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1635.8706
NCT17;1488;10.8;Low Fat;1;4.1865847999999986;Health and Hygiene;9;189.7214;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;5841.0634
FDR12;826;12.6;Regular;2;3.1713126000000003;Baking Goods;1;172.5764;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1030.6584
FDD39;303;16.7;Low Fat;1;7.044067999999999;Dairy;5;216.885;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;6275.165
FDG04;395;13.1;Low Fat;1;0.6087409;Frozen Foods;6;185.0898;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1870.898
FDV19;1028;14.85;Regular;2;3.5456464999999997;Fruits and Vegetables;7;162.2578;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;3690.5294
FDM50;645;13.0;Regular;2;3.0064132000000003;Canned;4;58.022;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;898.83
DRF13;40;12.1;Low Fat;1;2.9781363;Soft Drinks;15;146.9444;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1596.5884
FDJ48;534;11.3;Low Fat;1;5.638785400000001;Baking Goods;1;245.4118;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;6669.3186
FDM20;628;10.0;Low Fat;1;3.8653608;Fruits and Vegetables;7;245.4144;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;7105.4176
FDP24;747;20.6;Low Fat;1;8.3172413;Baking Goods;1;121.0756;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1696.4584
FDC16;247;11.5;Regular;2;2.0565921;Dairy;5;86.054;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1384.864
NCB42;1277;11.8;Low Fat;1;0.8609601999999998;Health and Hygiene;9;114.8492;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1390.1904
FDN01;652;8.895;Low Fat;1;12.1180705;Breakfast;3;177.037;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;176.437
FDT34;941;9.3;Low Fat;1;17.4703862;Snack Foods;14;104.0964;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1788.3388
NCC18;1283;19.1;Low Fat;1;29.671366499999998;Household;10;171.8422;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;1034.6532
NCR41;1470;17.85;Low Fat;1;1.8125948;Health and Hygiene;9;94.9094;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;761.6752
FDX23;1132;6.445;Low Fat;1;2.9859711;Baking Goods;1;94.1436;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1418.154
FDP39;759;12.65;Low Fat;1;11.6203156;Meat;11;53.5324;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;415.4592
NCH07;1331;13.15;Low Fat;1;9.264951;Household;10;157.8604;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;3803.0496
DRD13;19;15.0;Low Fat;1;4.9070183;Soft Drinks;15;61.9168;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;767.0016
FDR48;855;11.65;Low Fat;1;13.1394793;Baking Goods;1;151.9024;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1669.8264
FDE17;328;20.1;Regular;2;6.396817760952247;Frozen Foods;6;152.2366;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;151.1366
FDP60;772;17.35;Low Fat;1;6.396817760952247;Baking Goods;1;102.9016;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1922.8304
FDD57;316;18.1;Low Fat;1;2.2526293;Fruits and Vegetables;7;95.0094;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;1713.7692
FDW13;1074;8.5;Low Fat;1;16.383895099999997;Canned;4;51.3324;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;311.5944
FDN24;667;14.1;Low Fat;1;11.349714;Baking Goods;1;56.1956;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1364.89
FDJ34;526;11.8;Regular;2;9.4185483;Snack Foods;14;126.2704;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;2002.7264
FDD46;308;6.035;Low Fat;1;14.113846;Snack Foods;14;155.0998;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;3691.1952
NCE43;1308;12.5;Low Fat;1;17.314115;Household;10;168.4448;OUT010;1;1998;None;3;Tier 3;3;Grocery Store;1;170.4448
FDN27;669;20.85;Low Fat;1;3.9555016000000003;Meat;11;116.8808;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;820.2656
FDW52;1107;14.0;Regular;2;3.7580877;Frozen Foods;6;162.6526;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;4275.7676
DRH03;66;17.25;Low Fat;1;3.5064318;Dairy;5;92.412;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1304.968
NCM29;1393;11.5;Low Fat;1;1.7678008000000005;Health and Hygiene;9;129.2626;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1705.1138
FDR58;862;6.675;Low Fat;1;4.1986639000000014;Snack Foods;14;93.2462;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1480.7392
FDY50;1204;5.8;Low Fat;1;13.0955811;Dairy;5;90.3172;OUT046;7;1997;Small;4;Tier 1;1;Supermarket Type1;2;1338.2579999999996
FDE16;327;8.895;Low Fat;1;2.6492726;Frozen Foods;6;208.4954;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;6251.861999999999
NCE31;1306;7.67;Low Fat;1;18.5130961;Household;10;32.9216;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;588.5672
FDE53;352;10.895;Low Fat;1;2.6934673;Frozen Foods;6;106.128;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;319.584
DRK11;104;8.21;Low Fat;1;6.396817760952247;Hard Drinks;8;148.2392;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1491.392
DRH13;68;8.575;Low Fat;1;2.3866079;Soft Drinks;15;107.128;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;958.752
FDA11;154;7.75;Low Fat;1;4.3414959;Baking Goods;1;93.1436;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1418.154
FDI07;472;12.35;Regular;2;3.3951827000000003;Meat;11;197.2426;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;2966.139
FDI32;488;17.7;Low Fat;1;17.422833800000003;Fruits and Vegetables;7;117.1834;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;691.1004
DRL60;122;8.52;Low Fat;1;2.7169589;Soft Drinks;15;151.0682;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;1829.6184
NCY17;1538;18.2;Low Fat;1;16.306529999999995;Health and Hygiene;9;43.3086;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;758.3462
FDX02;1115;16.0;Low Fat;1;5.7049301;Dairy;5;225.9404;OUT035;5;2004;Small;4;Tier 2;2;Supermarket Type1;2;1350.2424
FDG46;421;8.63;Regular;2;3.2960822999999997;Snack Foods;14;115.0518;OUT049;8;1999;Medium;2;Tier 1;1;Supermarket Type1;2;1366.2216
FDM60;651;10.8;Regular;2;6.396817760952247;Baking Goods;1;40.7138;OUT017;3;2007;None;3;Tier 2;2;Supermarket Type1;2;406.138
FDJ22;520;18.75;Low Fat;1;5.3025371;Snack Foods;14;192.5504;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;2109.2544
FDU59;1012;5.78;Low Fat;1;9.6306016;Breads;2;161.9552;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;2111.9176
FDL38;602;13.8;Regular;2;1.4762986999999999;Canned;4;90.7172;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1338.2579999999996
FDZ23;1230;17.75;Regular;2;6.744662599999999;Baking Goods;1;184.724;OUT013;2;1987;High;1;Tier 3;3;Supermarket Type1;2;1677.816
FDX52;1157;11.5;Regular;2;4.2173667;Frozen Foods;6;194.682;OUT018;4;2009;Medium;2;Tier 3;3;Supermarket Type2;3;2316.984
NCB42;1277;11.8;Low Fat;1;0.8578539000000001;Health and Hygiene;9;117.6492;OUT045;6;2002;None;3;Tier 2;2;Supermarket Type1;2;1158.492
